Order_ID,Order_Date,Ship_Date,Region,Country,State,Category,Sub_Category,Customer_Segment,Sales,Quantity,Discount,Profit
AMZ100438,2023-08-17,2023-01-19,Central,India,Delhi,Electronics,Cookware,Small Business,20530.36,6,0.08,1437.13
AMZ100439,2023-04-27,2023-02-10,West,India,Gujarat,Fashion,Laptops,Small Business,19987.25,8,0.13,399.74
AMZ100440,2023-11-14,2023-01-22,Central,India,Gujarat,Fashion,Clothing,Corporate,9997.72,1,0.3,-1499.66
AMZ100441,2023-10-06,2023-08-14,West,India,Delhi,Electronics,Footwear,Consumer,3530.22,9,0.31,-564.84
AMZ100442,2023-05-07,2023-12-22,East,India,Gujarat,Home & Kitchen,Clothing,Consumer,29750.35,3,0.08,2082.52
AMZ100443,2023-05-09,2023-10-10,West,India,Karnataka,Electronics,Fiction,Small Business,49466.23,1,0.4,-12366.56
AMZ100444,2023-02-27,2023-01-09,East,India,Telangana,Beauty,Laptops,Corporate,8758.07,1,0.39,-2101.94
AMZ100445,2023-05-02,2023-04-11,North,India,Delhi,Beauty,Clothing,Consumer,2810.9,6,0.12,84.33
AMZ100446,2023-01-01,2023-08-29,West,India,Kerala,Home & Kitchen,Mobiles,Corporate,39086.82,6,0.14,390.87
AMZ100447,2023-08-27,2023-03-29,Central,India,Karnataka,Fashion,Fiction,Consumer,13003.01,1,0.47,-4160.96
AMZ100448,2023-10-17,2023-10-26,East,India,Telangana,Home & Kitchen,Clothing,Small Business,41567.37,3,0.41,-10807.52
AMZ100449,2023-04-06,2023-01-15,Central,India,Kerala,Beauty,Clothing,Corporate,35344.87,7,0.35,-7068.97
AMZ100450,2023-05-06,2023-12-01,South,India,Kerala,Home & Kitchen,Fiction,Corporate,47310.84,3,0.04,5204.19
AMZ100451,2023-04-28,2023-01-03,East,India,Kerala,Electronics,Footwear,Consumer,20741.9,3,0.21,-1244.51
AMZ100452,2023-02-17,2023-10-21,West,India,Telangana,Home & Kitchen,Fiction,Consumer,33267.51,3,0.28,-4324.78
AMZ100453,2023-03-30,2023-11-22,East,India,Karnataka,Fashion,Mobiles,Consumer,23510.31,7,0.09,1410.62
AMZ100454,2023-08-25,2023-02-11,Central,India,Kerala,Electronics,Mobiles,Corporate,31714.14,4,0.22,-2219.99
AMZ100455,2023-09-29,2023-11-15,North,India,Kerala,Books,Clothing,Small Business,22755.15,4,0.3,-3413.27
AMZ100456,2023-07-08,2023-11-13,East,India,Tamil Nadu,Beauty,Cookware,Small Business,9837.3,3,0.16,-98.37
AMZ100457,2023-07-11,2023-04-22,West,India,Delhi,Beauty,Footwear,Consumer,25640.92,9,0.39,-6153.82
AMZ100458,2023-03-10,2023-01-15,South,India,Telangana,Home & Kitchen,Clothing,Small Business,26664.92,2,0.42,-7199.53
AMZ100459,2023-10-05,2023-08-20,North,India,Telangana,Electronics,Fiction,Consumer,40624.89,4,0.16,-406.25
AMZ100460,2023-12-15,2023-03-26,South,India,Gujarat,Books,Clothing,Small Business,36908.27,8,0.42,-9965.23
AMZ100461,2023-09-04,2023-05-11,East,India,Telangana,Electronics,Laptops,Corporate,33357.69,6,0.05,3335.77
AMZ100462,2023-03-17,2023-08-20,Central,India,Karnataka,Beauty,Laptops,Consumer,6112.66,7,0.42,-1650.42
AMZ100463,2023-06-03,2023-11-23,Central,India,Telangana,Electronics,Cookware,Small Business,36170.51,7,0.08,2531.94
AMZ100464,2023-05-24,2023-05-26,West,India,Tamil Nadu,Books,Footwear,Corporate,25265.11,2,0.04,2779.16
AMZ100465,2023-03-27,2023-12-12,Central,India,Delhi,Home & Kitchen,Furniture,Small Business,44757.93,4,0.32,-7608.85
AMZ100466,2023-07-04,2023-01-29,North,India,Delhi,Fashion,Skincare,Corporate,46033.61,6,0.24,-4143.02
AMZ100467,2023-10-12,2023-03-08,Central,India,Telangana,Electronics,Laptops,Corporate,3230.25,3,0.45,-969.08
AMZ100468,2023-08-08,2023-06-13,West,India,Kerala,Fashion,Furniture,Small Business,41121.76,9,0.18,-1233.65
AMZ100469,2023-03-10,2023-08-18,East,India,Maharashtra,Beauty,Mobiles,Small Business,2366.02,4,0.14,23.66
AMZ100470,2023-02-16,2023-09-19,East,India,Maharashtra,Home & Kitchen,Laptops,Corporate,18674.9,2,0.25,-1867.49
AMZ100471,2023-04-04,2023-06-14,Central,India,Kerala,Home & Kitchen,Laptops,Corporate,27343.85,6,0.23,-2187.51
AMZ100472,2023-08-26,2023-10-29,South,India,Kerala,Electronics,Footwear,Corporate,7830.99,1,0.17,-156.62
AMZ100473,2023-07-23,2023-10-31,East,India,Kerala,Home & Kitchen,Cookware,Consumer,37442.53,6,0.35,-7488.51
AMZ100474,2023-08-06,2023-10-15,Central,India,Karnataka,Electronics,Furniture,Corporate,913.56,1,0.38,-210.12
AMZ100475,2023-12-07,2023-01-11,West,India,Maharashtra,Electronics,Fiction,Consumer,8845.65,8,0.43,-2476.78
AMZ100476,2023-02-08,2023-07-15,Central,India,Kerala,Fashion,Laptops,Corporate,29249.44,5,0.49,-9944.81
AMZ100477,2023-04-10,2023-04-29,East,India,Karnataka,Home & Kitchen,Laptops,Consumer,35862.18,6,0.13,717.24
AMZ100478,2023-10-16,2023-09-28,West,India,Gujarat,Electronics,Footwear,Corporate,45873.83,2,0.36,-9633.5
AMZ100479,2023-09-11,2023-03-22,Central,India,Karnataka,Fashion,Footwear,Corporate,35422.08,2,0.2,-1771.1
AMZ100480,2023-08-10,2023-04-04,North,India,Maharashtra,Books,Cookware,Corporate,33753.07,9,0.34,-6413.08
AMZ100481,2023-12-23,2023-09-24,West,India,Telangana,Fashion,Furniture,Small Business,20019.89,3,0.24,-1801.79
AMZ100482,2023-01-23,2023-11-29,North,India,Gujarat,Fashion,Mobiles,Small Business,563.58,6,0.5,-197.25
AMZ100483,2023-09-07,2023-12-17,South,India,Maharashtra,Electronics,Fiction,Corporate,6447.88,5,0.36,-1354.05
AMZ100484,2023-01-10,2023-12-28,West,India,Karnataka,Beauty,Cookware,Consumer,26960.45,4,0.48,-8896.95
AMZ100485,2023-09-03,2023-09-15,North,India,Tamil Nadu,Beauty,Skincare,Consumer,33918.93,2,0.42,-9158.11
AMZ100486,2023-11-21,2023-05-14,East,India,Delhi,Beauty,Mobiles,Corporate,21163.69,8,0.45,-6349.11
AMZ100487,2023-04-10,2023-10-04,East,India,Maharashtra,Fashion,Clothing,Small Business,36668.61,7,0.41,-9533.84
AMZ100488,2023-10-17,2023-09-22,South,India,Kerala,Electronics,Laptops,Consumer,26332.18,2,0.23,-2106.57
AMZ100489,2023-06-29,2023-06-21,West,India,Karnataka,Home & Kitchen,Furniture,Small Business,4171.72,6,0.13,83.43
AMZ100490,2023-08-11,2023-01-02,West,India,Kerala,Fashion,Cookware,Consumer,10004.8,8,0.19,-400.19
AMZ100491,2023-09-07,2023-11-10,West,India,Kerala,Fashion,Laptops,Corporate,42079.91,7,0.01,5891.19
AMZ100492,2023-05-27,2023-03-06,South,India,Kerala,Electronics,Furniture,Small Business,36383.18,1,0.26,-4002.15
AMZ100493,2023-04-06,2023-10-12,West,India,Kerala,Books,Furniture,Consumer,44790.72,5,0.25,-4479.07
AMZ100494,2023-09-14,2023-05-02,East,India,Kerala,Fashion,Furniture,Corporate,6319.08,2,0.26,-695.1
AMZ100495,2023-11-21,2023-04-18,North,India,Gujarat,Books,Laptops,Corporate,49516.02,6,0.49,-16835.45
AMZ100496,2023-01-04,2023-06-25,East,India,Maharashtra,Books,Cookware,Corporate,10865.63,7,0.46,-3368.35
AMZ100497,2023-01-16,2023-07-24,East,India,Maharashtra,Beauty,Fiction,Small Business,1083.1,7,0.08,75.82
AMZ100498,2023-10-07,2023-06-15,North,India,Delhi,Electronics,Footwear,Small Business,49872.44,3,0.18,-1496.17
AMZ100499,2023-12-02,2023-11-02,East,India,Karnataka,Books,Laptops,Corporate,14413.16,7,0.21,-864.79
AMZ100500,2023-09-04,2023-05-01,South,India,Tamil Nadu,Electronics,Skincare,Small Business,33566.96,5,0.18,-1007.01
AMZ100501,2023-09-15,2023-02-14,North,India,Gujarat,Beauty,Furniture,Consumer,9245.77,8,0.4,-2311.44
AMZ100502,2023-06-09,2023-11-09,East,India,Karnataka,Electronics,Cookware,Corporate,29221.31,8,0.26,-3214.34
AMZ100503,2023-12-06,2023-06-06,Central,India,Gujarat,Fashion,Fiction,Corporate,45249.73,7,0.29,-6334.96
AMZ100504,2023-06-01,2024-01-03,East,India,Maharashtra,Books,Clothing,Small Business,16348.97,6,0.43,-4577.71
AMZ100505,2023-06-27,2023-07-27,South,India,Kerala,Electronics,Skincare,Corporate,33677.57,2,0.4,-8419.39
AMZ100506,2023-06-12,2023-04-19,West,India,Delhi,Home & Kitchen,Mobiles,Consumer,9801.23,6,0.07,784.1
AMZ100507,2023-02-02,2023-09-09,East,India,Delhi,Electronics,Skincare,Small Business,31427.37,9,0.36,-6599.75
AMZ100508,2023-06-28,2023-12-01,West,India,Telangana,Books,Furniture,Small Business,17154.29,2,0.22,-1200.8
AMZ100509,2023-04-11,2023-05-11,Central,India,Tamil Nadu,Beauty,Clothing,Corporate,10954.81,1,0.15,0.0
AMZ100510,2023-09-25,2023-10-21,East,India,Delhi,Beauty,Footwear,Corporate,16002.51,5,0.03,1920.3
AMZ100511,2023-11-19,2023-01-21,North,India,Kerala,Books,Fiction,Corporate,9352.63,6,0.24,-841.74
AMZ100512,2023-03-06,2023-10-10,West,India,Maharashtra,Fashion,Fiction,Small Business,45144.85,3,0.18,-1354.35
AMZ100513,2023-06-17,2023-10-13,Central,India,Tamil Nadu,Fashion,Furniture,Corporate,20160.75,8,0.13,403.21
AMZ100514,2023-11-26,2023-01-02,North,India,Karnataka,Beauty,Skincare,Consumer,12641.33,7,0.35,-2528.27
AMZ100515,2023-02-12,2023-04-30,North,India,Kerala,Beauty,Skincare,Corporate,22696.19,2,0.38,-5220.12
AMZ100516,2023-02-13,2023-02-05,North,India,Kerala,Books,Fiction,Corporate,16366.54,7,0.12,491.0
AMZ100517,2023-10-12,2023-07-18,North,India,Delhi,Fashion,Clothing,Small Business,37348.75,1,0.02,4855.34
AMZ100518,2023-01-12,2023-09-03,East,India,Tamil Nadu,Beauty,Furniture,Corporate,48575.39,9,0.42,-13115.36
AMZ100519,2023-04-05,2023-03-01,East,India,Maharashtra,Fashion,Laptops,Small Business,22182.67,7,0.0,3327.4
AMZ100520,2023-10-29,2023-11-22,East,India,Telangana,Beauty,Cookware,Corporate,43121.15,6,0.47,-13798.77
AMZ100521,2023-09-10,2023-06-11,Central,India,Gujarat,Electronics,Clothing,Consumer,28510.22,2,0.31,-4561.64
AMZ100522,2023-08-30,2023-06-29,Central,India,Gujarat,Home & Kitchen,Cookware,Consumer,8283.17,3,0.16,-82.83
AMZ100523,2023-02-04,2023-07-26,Central,India,Maharashtra,Electronics,Laptops,Small Business,34685.83,1,0.12,1040.57
AMZ100524,2023-08-03,2023-01-13,South,India,Maharashtra,Beauty,Laptops,Small Business,25915.01,5,0.0,3887.25
AMZ100525,2023-12-03,2023-10-04,Central,India,Gujarat,Home & Kitchen,Cookware,Corporate,32705.02,9,0.12,981.15
AMZ100526,2023-03-31,2023-07-01,East,India,Telangana,Home & Kitchen,Clothing,Corporate,44539.53,6,0.07,3563.16
AMZ100527,2023-09-21,2023-08-31,East,India,Tamil Nadu,Beauty,Cookware,Consumer,22301.51,5,0.31,-3568.24
AMZ100528,2023-04-03,2023-08-05,South,India,Gujarat,Beauty,Cookware,Corporate,45108.29,3,0.08,3157.58
AMZ100529,2023-03-31,2023-09-09,South,India,Maharashtra,Fashion,Mobiles,Consumer,37658.12,5,0.26,-4142.39
AMZ100530,2023-04-25,2023-10-27,Central,India,Delhi,Beauty,Clothing,Small Business,24685.94,8,0.3,-3702.89
AMZ100531,2023-04-15,2023-05-07,West,India,Karnataka,Books,Skincare,Corporate,30359.5,2,0.15,0.0
AMZ100532,2023-07-15,2023-08-06,South,India,Telangana,Beauty,Skincare,Small Business,16616.27,5,0.02,2160.12
AMZ100533,2023-11-10,2023-11-03,North,India,Kerala,Books,Mobiles,Corporate,49188.07,6,0.02,6394.45
AMZ100534,2023-04-24,2023-10-13,East,India,Telangana,Beauty,Furniture,Consumer,33533.88,8,0.01,4694.74
AMZ100535,2023-03-16,2023-07-05,North,India,Delhi,Fashion,Fiction,Small Business,2670.42,8,0.37,-587.49
AMZ100536,2023-08-05,2023-02-09,East,India,Delhi,Books,Skincare,Small Business,16667.78,5,0.16,-166.68
AMZ100537,2023-10-04,2023-08-12,East,India,Kerala,Electronics,Cookware,Corporate,31354.06,9,0.4,-7838.52
AMZ100538,2023-09-06,2023-07-04,South,India,Maharashtra,Books,Furniture,Small Business,3288.5,4,0.22,-230.2
AMZ100539,2023-06-13,2023-06-28,South,India,Gujarat,Fashion,Skincare,Consumer,1682.27,9,0.23,-134.58
AMZ100540,2023-12-23,2023-10-22,North,India,Tamil Nadu,Books,Clothing,Small Business,22776.2,7,0.26,-2505.38
AMZ100541,2023-07-11,2023-12-07,East,India,Telangana,Beauty,Cookware,Small Business,16968.16,6,0.36,-3563.31
AMZ100542,2023-08-15,2023-06-01,North,India,Kerala,Beauty,Fiction,Corporate,22195.78,4,0.14,221.96
AMZ100543,2023-06-26,2023-05-07,West,India,Telangana,Fashion,Furniture,Small Business,13503.32,2,0.06,1215.3
AMZ100544,2023-04-09,2023-10-29,North,India,Delhi,Home & Kitchen,Skincare,Corporate,8653.53,8,0.28,-1124.96
AMZ100545,2023-02-05,2023-11-05,Central,India,Gujarat,Beauty,Skincare,Corporate,34612.6,6,0.16,-346.13
AMZ100546,2023-04-06,2023-12-03,North,India,Telangana,Electronics,Footwear,Small Business,25971.27,3,0.22,-1817.99
AMZ100547,2023-06-01,2023-08-23,Central,India,Tamil Nadu,Fashion,Skincare,Consumer,10407.63,7,0.32,-1769.3
AMZ100548,2023-05-31,2023-01-09,Central,India,Delhi,Books,Laptops,Corporate,16319.68,7,0.25,-1631.97
AMZ100549,2023-07-09,2023-12-08,Central,India,Tamil Nadu,Books,Cookware,Small Business,29794.49,6,0.31,-4767.12
AMZ100550,2023-08-12,2023-05-10,West,India,Gujarat,Electronics,Fiction,Corporate,4075.35,2,0.27,-489.04
AMZ100551,2023-02-06,2023-09-22,North,India,Telangana,Beauty,Laptops,Consumer,7798.92,8,0.37,-1715.76
AMZ100552,2023-09-25,2023-06-07,North,India,Karnataka,Fashion,Mobiles,Consumer,4125.66,1,0.35,-825.13
AMZ100553,2023-07-02,2023-12-19,West,India,Telangana,Electronics,Furniture,Corporate,40709.71,1,0.27,-4885.17
AMZ100554,2023-01-13,2023-12-25,East,India,Gujarat,Beauty,Skincare,Consumer,37744.26,6,0.34,-7171.41
AMZ100555,2023-10-06,2023-01-06,South,India,Telangana,Fashion,Mobiles,Small Business,37788.99,5,0.44,-10958.81
AMZ100556,2023-08-05,2023-03-28,North,India,Kerala,Books,Fiction,Small Business,35958.1,9,0.22,-2517.07
AMZ100557,2023-12-21,2023-06-25,South,India,Telangana,Fashion,Cookware,Corporate,33634.58,7,0.21,-2018.07
AMZ100558,2023-12-27,2023-10-18,West,India,Maharashtra,Home & Kitchen,Laptops,Consumer,24111.1,2,0.38,-5545.55
AMZ100559,2023-10-13,2023-07-13,East,India,Telangana,Fashion,Laptops,Small Business,32292.77,7,0.29,-4520.99
AMZ100560,2023-09-30,2023-11-08,East,India,Telangana,Home & Kitchen,Furniture,Small Business,2398.9,3,0.04,263.88
AMZ100561,2023-03-03,2023-04-30,East,India,Tamil Nadu,Fashion,Cookware,Small Business,31262.49,1,0.45,-9378.75
AMZ100562,2023-03-25,2023-08-07,West,India,Karnataka,Home & Kitchen,Skincare,Corporate,39004.95,8,0.02,5070.64
AMZ100563,2023-08-05,2023-04-25,Central,India,Tamil Nadu,Books,Footwear,Corporate,25267.74,3,0.37,-5558.9
AMZ100564,2023-12-08,2023-05-26,Central,India,Tamil Nadu,Beauty,Footwear,Small Business,18196.91,8,0.38,-4185.29
AMZ100565,2023-07-06,2023-01-27,South,India,Delhi,Home & Kitchen,Furniture,Small Business,14232.62,7,0.48,-4696.76
AMZ100566,2023-01-19,2023-05-17,Central,India,Maharashtra,Home & Kitchen,Cookware,Consumer,32318.7,2,0.03,3878.24
AMZ100567,2023-06-26,2023-10-31,Central,India,Tamil Nadu,Books,Furniture,Consumer,34793.66,1,0.3,-5219.05
AMZ100568,2023-04-10,2023-08-21,East,India,Kerala,Home & Kitchen,Cookware,Consumer,43612.9,7,0.21,-2616.77
AMZ100569,2023-08-21,2024-01-05,East,India,Gujarat,Electronics,Fiction,Corporate,17445.54,1,0.17,-348.91
AMZ100570,2023-03-17,2023-03-18,South,India,Kerala,Books,Fiction,Small Business,38603.73,6,0.05,3860.37
AMZ100571,2023-09-22,2023-11-25,North,India,Gujarat,Electronics,Mobiles,Corporate,28287.11,8,0.28,-3677.32
AMZ100572,2023-10-11,2023-12-12,South,India,Telangana,Books,Skincare,Small Business,44200.41,7,0.24,-3978.04
AMZ100573,2023-07-25,2023-10-30,South,India,Delhi,Home & Kitchen,Furniture,Consumer,26626.7,4,0.05,2662.67
AMZ100574,2023-08-11,2023-10-17,West,India,Maharashtra,Electronics,Skincare,Consumer,26122.68,1,0.31,-4179.63
AMZ100575,2023-02-21,2023-01-02,West,India,Kerala,Home & Kitchen,Cookware,Consumer,29104.92,1,0.37,-6403.08
AMZ100576,2023-12-05,2023-05-28,South,India,Maharashtra,Books,Footwear,Consumer,37591.11,4,0.38,-8645.96
AMZ100577,2023-05-24,2023-10-15,South,India,Kerala,Home & Kitchen,Skincare,Small Business,48252.18,5,0.45,-14475.65
AMZ100578,2023-03-10,2023-05-23,South,India,Telangana,Electronics,Cookware,Consumer,4141.39,7,0.2,-207.07
AMZ100579,2023-04-09,2023-02-23,Central,India,Gujarat,Electronics,Fiction,Small Business,3145.01,4,0.48,-1037.85
AMZ100580,2023-01-25,2023-11-01,West,India,Karnataka,Home & Kitchen,Cookware,Small Business,46908.74,1,0.43,-13134.45
AMZ100581,2023-02-22,2023-03-11,South,India,Delhi,Fashion,Furniture,Corporate,26728.84,7,0.15,0.0
AMZ100582,2023-05-31,2023-12-28,East,India,Kerala,Books,Mobiles,Consumer,30937.7,2,0.08,2165.64
AMZ100583,2023-05-24,2023-04-01,East,India,Kerala,Books,Mobiles,Consumer,24379.97,2,0.22,-1706.6
AMZ100584,2023-02-26,2023-08-09,Central,India,Telangana,Home & Kitchen,Mobiles,Corporate,5136.04,8,0.2,-256.8
AMZ100585,2023-02-08,2023-07-12,Central,India,Delhi,Fashion,Mobiles,Small Business,38520.42,5,0.29,-5392.86
AMZ100586,2023-04-19,2023-03-05,North,India,Gujarat,Electronics,Fiction,Consumer,37487.62,2,0.29,-5248.27
AMZ100587,2023-06-30,2023-03-15,North,India,Gujarat,Beauty,Clothing,Small Business,15929.31,5,0.37,-3504.45
AMZ100588,2023-02-11,2023-06-11,North,India,Kerala,Beauty,Skincare,Corporate,15658.84,8,0.25,-1565.88
AMZ100589,2023-07-05,2023-06-19,Central,India,Karnataka,Home & Kitchen,Furniture,Small Business,41973.15,6,0.05,4197.31
AMZ100590,2023-08-11,2023-03-31,Central,India,Karnataka,Fashion,Laptops,Consumer,4081.68,3,0.43,-1142.87
AMZ100591,2023-05-02,2023-06-26,Central,India,Maharashtra,Fashion,Furniture,Small Business,44114.7,8,0.15,0.0
AMZ100592,2023-05-13,2023-09-27,East,India,Delhi,Books,Clothing,Small Business,13204.75,9,0.49,-4489.62
AMZ100593,2023-06-12,2023-03-15,Central,India,Delhi,Electronics,Mobiles,Consumer,29852.75,5,0.06,2686.75
AMZ100594,2023-08-03,2023-09-03,East,India,Gujarat,Fashion,Clothing,Consumer,46831.71,2,0.48,-15454.46
AMZ100595,2023-08-09,2023-03-19,North,India,Maharashtra,Beauty,Footwear,Small Business,34067.06,2,0.05,3406.71
AMZ100596,2023-08-23,2023-06-09,North,India,Telangana,Electronics,Footwear,Small Business,21014.28,7,0.12,630.43
AMZ100597,2023-11-27,2023-11-21,North,India,Delhi,Electronics,Skincare,Corporate,34631.94,1,0.02,4502.15
AMZ100598,2023-05-26,2023-04-09,South,India,Maharashtra,Home & Kitchen,Fiction,Consumer,17526.99,2,0.35,-3505.4
AMZ100599,2023-08-27,2023-04-13,South,India,Maharashtra,Fashion,Furniture,Small Business,14224.29,4,0.43,-3982.8
AMZ100600,2023-03-17,2023-05-13,West,India,Kerala,Home & Kitchen,Furniture,Consumer,49835.82,1,0.22,-3488.51
AMZ100601,2023-01-09,2023-04-13,West,India,Gujarat,Fashion,Laptops,Corporate,37664.12,4,0.46,-11675.88
AMZ100602,2023-03-15,2023-01-20,West,India,Maharashtra,Books,Fiction,Small Business,32413.64,5,0.3,-4862.05
AMZ100603,2023-09-10,2023-03-24,South,India,Karnataka,Home & Kitchen,Laptops,Small Business,18086.84,9,0.32,-3074.76
AMZ100604,2023-08-18,2023-10-07,South,India,Karnataka,Home & Kitchen,Footwear,Small Business,2933.46,1,0.42,-792.03
AMZ100605,2023-01-07,2023-12-06,West,India,Tamil Nadu,Beauty,Mobiles,Consumer,2037.32,5,0.15,0.0
AMZ100606,2023-06-23,2024-01-01,West,India,Gujarat,Home & Kitchen,Clothing,Corporate,27931.97,2,0.18,-837.96
AMZ100607,2023-05-21,2023-11-28,Central,India,Kerala,Fashion,Laptops,Consumer,38220.62,9,0.45,-11466.19
AMZ100608,2023-06-17,2023-05-10,West,India,Telangana,Beauty,Cookware,Small Business,27100.27,6,0.45,-8130.08
AMZ100609,2023-06-19,2023-12-11,Central,India,Tamil Nadu,Home & Kitchen,Laptops,Corporate,42118.86,2,0.49,-14320.41
AMZ100610,2023-10-10,2023-11-07,East,India,Karnataka,Home & Kitchen,Mobiles,Small Business,2154.61,3,0.45,-646.38
AMZ100611,2023-05-02,2023-03-31,South,India,Kerala,Books,Mobiles,Small Business,18654.23,8,0.06,1678.88
AMZ100612,2023-07-13,2023-08-02,West,India,Tamil Nadu,Home & Kitchen,Furniture,Consumer,12234.98,1,0.41,-3181.09
AMZ100613,2023-01-05,2023-05-24,South,India,Gujarat,Electronics,Clothing,Small Business,22640.01,3,0.2,-1132.0
AMZ100614,2023-01-29,2023-03-07,South,India,Kerala,Beauty,Mobiles,Corporate,4082.63,1,0.5,-1428.92
AMZ100615,2023-06-14,2023-03-18,South,India,Gujarat,Electronics,Fiction,Small Business,47729.52,8,0.24,-4295.66
AMZ100616,2023-12-05,2023-07-19,East,India,Maharashtra,Beauty,Laptops,Small Business,11551.14,1,0.28,-1501.65
AMZ100617,2023-05-16,2023-05-24,North,India,Delhi,Books,Laptops,Consumer,46154.23,5,0.26,-5076.97
AMZ100618,2023-12-31,2023-11-13,West,India,Maharashtra,Home & Kitchen,Footwear,Corporate,21581.71,4,0.16,-215.82
AMZ100619,2023-11-17,2023-04-04,North,India,Gujarat,Home & Kitchen,Mobiles,Consumer,49283.44,7,0.04,5421.18
AMZ100620,2023-12-08,2023-11-02,North,India,Kerala,Home & Kitchen,Cookware,Small Business,27925.89,5,0.45,-8377.77
AMZ100621,2023-05-25,2023-08-13,North,India,Karnataka,Beauty,Furniture,Consumer,46576.23,8,0.4,-11644.06
AMZ100622,2023-11-23,2023-10-19,South,India,Telangana,Home & Kitchen,Clothing,Consumer,764.77,1,0.07,61.18
AMZ100623,2023-08-05,2023-04-13,Central,India,Karnataka,Electronics,Cookware,Consumer,37537.82,5,0.39,-9009.08
AMZ100624,2023-10-28,2023-09-25,South,India,Kerala,Home & Kitchen,Furniture,Consumer,45201.01,4,0.31,-7232.16
AMZ100625,2023-05-12,2023-12-22,South,India,Maharashtra,Books,Laptops,Small Business,7416.17,3,0.2,-370.81
AMZ100626,2023-10-19,2023-04-21,North,India,Telangana,Electronics,Cookware,Small Business,5258.23,5,0.13,105.16
AMZ100627,2023-03-11,2023-11-27,South,India,Kerala,Home & Kitchen,Furniture,Corporate,21516.34,3,0.43,-6024.58
AMZ100628,2023-09-09,2023-09-23,North,India,Gujarat,Home & Kitchen,Laptops,Consumer,46717.11,8,0.35,-9343.42
AMZ100629,2023-10-02,2023-01-04,Central,India,Karnataka,Fashion,Laptops,Consumer,27348.13,3,0.27,-3281.78
AMZ100630,2023-12-30,2023-03-27,West,India,Gujarat,Beauty,Laptops,Corporate,26609.09,1,0.3,-3991.36
AMZ100631,2023-07-01,2023-10-10,North,India,Telangana,Electronics,Laptops,Consumer,7485.74,9,0.05,748.57
AMZ100632,2023-06-16,2023-11-25,Central,India,Telangana,Fashion,Fiction,Corporate,539.08,9,0.24,-48.52
AMZ100633,2023-04-01,2023-11-01,West,India,Karnataka,Books,Laptops,Small Business,40601.93,6,0.1,2030.1
AMZ100634,2023-07-21,2023-04-28,East,India,Gujarat,Beauty,Footwear,Corporate,4834.94,1,0.1,241.75
AMZ100635,2023-12-12,2023-08-10,North,India,Tamil Nadu,Electronics,Cookware,Consumer,31875.57,8,0.33,-5737.6
AMZ100636,2023-01-19,2023-06-04,North,India,Gujarat,Home & Kitchen,Furniture,Corporate,45773.51,2,0.46,-14189.79
AMZ100637,2023-02-08,2023-06-03,East,India,Telangana,Electronics,Footwear,Small Business,10828.27,9,0.2,-541.41
AMZ100638,2023-05-06,2023-01-13,East,India,Gujarat,Home & Kitchen,Fiction,Consumer,33431.01,8,0.1,1671.55
AMZ100639,2023-06-22,2023-05-14,North,India,Kerala,Beauty,Skincare,Small Business,4395.58,3,0.32,-747.25
AMZ100640,2023-05-21,2023-11-01,East,India,Maharashtra,Home & Kitchen,Skincare,Small Business,30385.88,5,0.44,-8811.91
AMZ100641,2023-08-30,2023-10-21,South,India,Tamil Nadu,Books,Footwear,Corporate,8614.62,9,0.37,-1895.22
AMZ100642,2023-08-08,2023-10-28,West,India,Delhi,Home & Kitchen,Mobiles,Small Business,36929.7,1,0.43,-10340.32
AMZ100643,2023-05-06,2023-08-17,West,India,Kerala,Books,Mobiles,Consumer,15410.95,9,0.27,-1849.31
AMZ100644,2023-02-27,2023-09-29,West,India,Maharashtra,Beauty,Mobiles,Small Business,23437.85,4,0.38,-5390.71
AMZ100645,2023-05-28,2023-02-13,South,India,Delhi,Beauty,Clothing,Small Business,30171.81,4,0.07,2413.74
AMZ100646,2023-11-13,2023-12-10,East,India,Karnataka,Electronics,Mobiles,Corporate,8978.03,4,0.17,-179.56
AMZ100647,2023-12-27,2023-11-23,Central,India,Delhi,Books,Furniture,Small Business,37211.07,9,0.19,-1488.44
AMZ100648,2023-01-01,2023-10-30,East,India,Kerala,Books,Footwear,Corporate,15480.7,6,0.26,-1702.88
AMZ100649,2023-12-14,2023-12-31,North,India,Gujarat,Fashion,Furniture,Corporate,33287.41,8,0.46,-10319.1
AMZ100650,2023-07-09,2023-01-22,West,India,Kerala,Fashion,Cookware,Consumer,8335.01,4,0.44,-2417.15
AMZ100651,2023-07-10,2023-04-18,East,India,Delhi,Fashion,Mobiles,Consumer,34561.82,3,0.07,2764.95
AMZ100652,2023-11-08,2023-12-03,Central,India,Telangana,Home & Kitchen,Fiction,Consumer,6845.31,1,0.09,410.72
AMZ100653,2023-04-27,2023-10-31,North,India,Maharashtra,Fashion,Clothing,Consumer,21555.15,7,0.18,-646.65
AMZ100654,2023-05-14,2023-04-28,South,India,Maharashtra,Books,Cookware,Corporate,12736.7,4,0.15,0.0
AMZ100655,2023-02-27,2023-05-05,South,India,Delhi,Home & Kitchen,Fiction,Small Business,37544.57,8,0.31,-6007.13
AMZ100656,2023-02-13,2023-10-09,Central,India,Maharashtra,Beauty,Clothing,Consumer,13470.73,3,0.45,-4041.22
AMZ100657,2023-06-22,2023-10-20,North,India,Telangana,Electronics,Skincare,Consumer,44145.01,1,0.48,-14567.85
